index	track_id	track_name	track_artist	track_popularity	track_album_id	track_album_name	track_album_release_date	playlist_name	playlist_id	playlist_genre	playlist_subgenre	danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	duration_ms	language
3263	1grnSNpTAe14gjtqfArZan	New Girl Now	Honeymoon Suite	47	30S6ZGFNC9KcUZeOqxuq3n	Honeymoon Suite	1984-06-14	The Sound of Album Rock	3yj9YnQGTdnFuKbDyXGDi6	rock	album rock	0.589	0.768	9	-11.493	1	0.0417	0.10400000000000001	0.0	0.0897	0.6940000000000001	109.12700000000001	216693	en
3265	1gsnWXeNlbfoHpaGRi4oQ0	Two Can Play That Game - Radio Edit	Bobby Brown	56	1K62bZaGNA1eNoR2pNu585	Two Can Play That Game	1992-08-25	Back in the day - R&B, New Jack Swing, Swingbeat, RNB..etc.	3a9y4eeCJRmG9p4YKfqYIx	r&b	new jack swing	0.609	0.905	0	-6.7920000000000025	0	0.0307	0.0104	0.0	0.409	0.878	121.434	211800	en
3266	1gsQmDnyXfq6jPIXYCPKHB	Love Vigilantes - 2015 Remaster	New Order	50	6ls958BLJbeFT3OqAYTvQB	Low-life	1985-05-13	Permanent Wave CHDB	2foj4ZYVHRGqSd1aMqNPBj	rock	permanent wave	0.5479999999999999	0.894	7	-5.9879999999999995	1	0.0349	0.00702	6.29e-06	0.081	0.8	136.12	259307	en
3267	1GTPxha6U7x9ElVxkQw3OK	Firestarter	The Prodigy	64	2NkwB9shQioKcbNhPf2EbP	The Fat of the Land - Expanded Edition	1997	Permanent Wave	5Go0Jsxj1UnsU7Om841BEo	rock	permanent wave	0.534	0.946	11	-5.167000000000002	1	0.0793	0.00339	0.442	0.16399999999999998	0.379	141.517	279800	en
3268	1GtVGc1UYin3zpMUdNSSpM	Midnight	Logic	64	4F87p1aiFwHeU4uu65MaPV	Bobby Tarantino II	2018-03-09	This Is Logic	37i9dQZF1DWTIuAboZgTMf	rap	hip hop	0.568	0.607	9	-7.438	0	0.10800000000000001	0.0867	0.0	0.0972	0.26899999999999996	95.056	241427	en
3270	1gugDOSMREb34Xo0c1PlxM	She Looks So Perfect	5 Seconds of Summer	69	2LkWHNNHgD6BRNeZI2SL1L	5 Seconds Of Summer	2014-06-27	Post-teen pop	2KyjkYsSsC1UR75b0m98vd	pop	post-teen pop	0.494	0.951	9	-4.237	1	0.132	0.0005690000000000001	0.0	0.327	0.441	160.025	202496	en
3271	1guNRpfQBBkporG5NujlSs	Give It To Me	SWV	32	2BBrAtWY0c6dPio5b2JYFK	It's About Time	1992-10-27	80s-90s R&B / New Jack Swing / Funk / Dance / Soul	3X4HmijjKdwwLonCrOOEAZ	r&b	new jack swing	0.76	0.612	4	-9.104	1	0.069	0.0372	0.00207	0.0744	0.5920000000000001	110.36	245893	en
3272	1GUz4aRpp2qq0h33pwzrAr	Teterboro Flow	Tyga	0	3iWD9oq8nfhu3Jta42rzfu	B*tch I'm the Sh*t 2	2017-07-21	RAP Gangsta	1Z1gW89x4MSBjkvVjGg7DQ	rap	gangster rap	0.794	0.723	10	-5.278	0	0.055	0.0033799999999999998	3.7000000000000006e-06	0.149	0.161	141.995	164781	en
3273	1gv4xPanImH17bKZ9rOveR	Raise Your Glass	P!nk	76	3uQMzfrf4kUNGsCtmTtjPh	Raise Your Glass	2010-10-05	Post-teen pop	2KyjkYsSsC1UR75b0m98vd	pop	post-teen pop	0.7	0.7090000000000001	7	-5.006	1	0.0839	0.0048	0.0	0.0289	0.625	122.01899999999999	202960	en
3274	1Gv8NYJeqQNXXrYQ1c1r4e	LIKE I WANT YOU	Giveon	56	2v6H5GnUs1QS2VsN8WZqME	LIKE I WANT YOU	2019-11-21	Contemporary Urban	6wyJ4bsjZaUKa9f6GeZlAO	r&b	urban contemporary	0.6729999999999999	0.353	10	-7.74	0	0.0638	0.755	7.58e-05	0.115	0.45799999999999996	119.77	260522	en
3275	1gVgkQFOKa8Wc1HYsJtPdH	More Than Words	Extreme	67	7DKHQxJTI32UyCdDdGwvRC	Extreme II - Pornograffitti	1990-01-01	Permanent wave	0tOy7ZY4E2PadXIyj8zU43	rock	permanent wave	0.626	0.134	6	-14.898	1	0.0298	0.467	0.0	0.113	0.239	91.89299999999999	334107	en
3276	1GwdUrz7DujSedNxnzVfqI	Beautiful Life	Ace of Base	4	3BSPr0MAvO0iTCkxPs1vIA	Singles of the 90s	1999-01-03	90s Dance Hits	50cXvxgMGrvoUeLhkzCyIO	pop	dance pop	0.741	0.953	0	-6.968999999999999	0	0.0333	0.20199999999999999	0.006840000000000001	0.0954	0.735	135.002	219307	en
3277	1gWL7x24c5s7q97b3yFeyi	Old Age	Masego	58	2wqG59dVVQlJaxoO7N0LJt	Lady Lady	2018-09-07	NEO SOUL GUITAR	0r5ojPhjqGVq21oQR13UJy	r&b	neo soul	0.7559999999999999	0.45799999999999996	6	-6.434	1	0.212	0.67	0.0	0.275	0.551	87.89299999999999	141920	en
3278	1GxHeBvQ9935Dd3cSfsfBa	Best I Ever Had	Drake	72	6agmeioaDOBupymziJihgB	Thank Me Later (Int'l Version)	2010-01-01	Electropop 2019	4Bi8VLtaSu0JILliif8lH6	pop	electropop	0.431	0.894	5	-2.673	0	0.33	0.0951	0.0	0.188	0.604	162.19299999999996	258760	en
3279	1gyaphIqlNbfhlQTUJ8iNr	Saturday Night - Radio Edit	Whigfield	6	0PpDjwX93DRxVmakubuAtN	Best of [X-Mas Edition]	2013-12-17	90s Dance Hits	50cXvxgMGrvoUeLhkzCyIO	pop	dance pop	0.735	0.868	11	-9.07	1	0.0387	0.0339	0.0264	0.23399999999999999	0.965	129.963	223910	en
3280	1gyee1JuFFiP476LQpRMYU	The Red	Chevelle	68	481JiVXZYUlTtqlv9ewJXV	Wonder What's Next (Expanded Edition)	2002	Permanent Wave	2ExyzXAbukW7I8bDqdGvPB	rock	permanent wave	0.509	0.843	1	-3.318	0	0.0488	0.000671	0.0008029999999999999	0.348	0.332	140.055	238400	en
3281	1gYMxXXGANfGIGXDFf9Czv	We Found Love	Rihanna	4	6UePYY36ZdLQCObZr3wvFf	Talk That Talk	2011-11-18	Today's Hits 2000-Present	6a66cg3HcsjYkisYyQcov6	latin	latin hip hop	0.75	0.7559999999999999	1	-4.45	1	0.0426	0.0187	0.00125	0.196	0.6	127.992	215227	en
3282	1gZ7i4qxXkHZb1r6eioaAP	Don't Cha	The Pussycat Dolls	66	5x8e8UcCeOgrOzSnDGuPye	PCD	2005-01-01	post-teen pop	4TvZA7Pml7mHLgbwNomlnm	pop	post-teen pop	0.877	0.637	1	-3.4930000000000003	0	0.10099999999999999	0.0051600000000000005	2.5e-06	0.0959	0.569	119.988	272080	en
3283	1gZADNt16Oh23jWyMYRk4p	Prisoner	The Weeknd	64	0P3oVJBFOv3TDXlYRhGL7s	Beauty Behind The Madness	2015-08-28	Urban Contemporary	4Pbs84EQbuAblxlp6Chz0d	r&b	urban contemporary	0.55	0.40399999999999997	0	-12.755	0	0.0398	0.441	0.00022	0.11	0.32899999999999996	135.016	274960	en
3285	1gzIbdFnGJ226LTl0Cn2SX	White Wedding - Pt. 1	Billy Idol	68	5ebh0MxkqELmk50xHj2b4k	Billy Idol	1982-01-01	HARD ROCK CAFE	55ybnG2z8rpTIerRfnCsw6	rock	hard rock	0.6729999999999999	0.8140000000000001	9	-5.4110000000000005	1	0.0367	0.0133	0.00293	0.34299999999999997	0.728	147.19299999999996	252200	en
3286	1gZOnv0YjmFIM2oXVin9ZR	Ramblin' Gamblin' Man	Bob Seger	15	53xftA0H5gUQJS1EIF3llB	Ramblin' Gamblin' Man	1969-04-01	Classic Rock Drive	37i9dQZF1DXdOEFt9ZX0dh	rock	classic rock	0.61	0.8640000000000001	9	-3.77	1	0.0514	0.0207	0.0	0.0569	0.875	130.577	145311	en
3287	1Gzv0cMy3xm7sgN5gd7WkU	Sun Is Shining	Axwell /\ Ingrosso	11	73tAnNx5QNbVcCrpZQMf2i	Sun Is Shining	2015-06-12	Electrónica, Progressive House, Electro House y más 🎧	0o5gKmuET7F3lQnpFxvPO8	edm	progressive electro house	0.474	0.7559999999999999	2	-2.9730000000000003	1	0.0518	0.0747	0.0	0.0693	0.413	131.84	255066	en
3288	1h20yRsf5WeuHbohrlfcCt	Me Or The Papes	Jeru The Damaja	58	7jvuTIYaBYqbTcLZZwXlIZ	Wrath Of The Math	1996-01-01	90's Hip Hop Ultimate Collection	4IG024zoaGMurhTFBkMAv9	rap	southern hip hop	0.687	0.597	6	-10.741	0	0.374	0.0314	0.0	0.0348	0.804	169.69099999999997	265533	en
3289	1h22h211rde6dDCeW2hXpN	"Up Where We Belong - From ""An Officer And A Gentleman"""	Joe Cocker	66	2Qy7P4tvyqZcNOD4II3oKg	20th Century Masters: The Best Of Joe Cocker (The Millennium Collection)	2000-06-06	Rock Ballads 80s 90s | Best Rock Love Songs 80's 90's Music Hits	0y8MUle9Lf8VDNjPsskzJB	rock	hard rock	0.632	0.305	2	-11.842	1	0.0326	0.614	2.01e-05	0.0713	0.23800000000000002	139.935	232573	en
3291	1h2LHhmyAXi8tPNLi806JA	Shadow Man (feat. Phoelix, Smino & Saba)	Noname	61	18Scpsg5OV1iYNtSaCsjwz	Telefone	2016-08-12	Neo-Jazz Soul RnB & Afro	48AzM7l4M02DBYd2N3IFLP	r&b	neo soul	0.611	0.45399999999999996	0	-7.436	0	0.201	0.469	1.52e-06	0.18899999999999997	0.444	93.00399999999999	311000	en
3292	1h2LOOg8VaNIZoXxc2J9rk	Save Room	John Legend	0	6Fgfn4OyOWRsHd7m6DwMEz	Get Lifted/Once Again	2008-10-28	Neo Soul	2YPP7fiYu5pIcp2yyHvw4A	r&b	neo soul	0.69	0.5720000000000001	7	-6.131	1	0.0264	0.0457	0.0	0.0969	0.375	111.919	235667	en
3293	1H2pRxXY56cJsNgAS3yC21	GRAVE	GNAR	55	5KDBMEJdfDKhexart1iMQa	GNAR Lif3	2018-09-28	Sad Trap	7kzKtw5vug3IIxKfLadi8A	rap	trap	0.706	0.677	10	-8.168	0	0.23800000000000002	0.316	0.0	0.105	0.8320000000000001	157.855	160000	en
3294	1h3BdJQz8iq2eZseQH6pt1	Put It On Me	Ja Rule	0	4Xc3wBfUZ9yiszOrttoCXV	Pain Is Love (International Version)	2001-10-29	Ultimate Throwbacks Collection	1dsaMvnC1hXPCNGC4aVtjj	r&b	new jack swing	0.573	0.85	1	-4.852	0	0.33	0.0317	0.0	0.0521	0.6920000000000001	185.81	282867	en
3296	1H4idkmruFoJBg1DvUv2tY	Band On The Run - Remastered 2010	Paul McCartney	71	257oomaawruFknt5wYCPDh	Band On The Run (Standard)	1973-12-05	Classic Rock	5BygwTQ3OrbiwVsQhXFHMz	rock	classic rock	0.479	0.601	7	-8.806000000000003	1	0.0318	0.0832	0.0014199999999999998	0.11	0.669	124.96600000000001	313027	en
3297	1h4LSPG9N4t2Ct6frvnNQN	Kilometer (Aeroplane 'Italo 84' Remix)	Sébastien Tellier	32	4OK6qI4SCsRwCpSI0V5KZu	Sexuality Remix	2010-04-09	Electropop And Play	7p30DzTAgW6OhspSXHTI88	pop	electropop	0.675	0.889	0	-3.949	1	0.0338	0.0286	0.41100000000000003	0.0496	0.65	115.01299999999999	340947	en
3298	1H4m7QplN58h3J1AsPVY7W	Motorola	Anonymuz	32	3iKa2RwsrGX64G8gG42hgA	Motorola	2017-12-01	Rap Party 24/7 Radio / Gangsta Rap	4sGnz2x5tbHE2YlW1nemfb	rap	gangster rap	0.45899999999999996	0.5589999999999999	9	-8.219	0	0.256	0.311	0.00247	0.35600000000000004	0.316	120.055	203221	en
3299	1H5N26VqHR4JhuaRKY2I0u	Heaven Knows I'm Miserable Now - 2011 Remaster	The Smiths	61	45StnugV9WQMQwk4rRoTy8	Louder Than Bombs	1987	I didn’t know perm stood for permanent (wave)	3e6gYPyrTbaB8BWgSHCt5j	rock	permanent wave	0.609	0.759	6	-4.862	1	0.0276	0.027999999999999997	0.0	0.183	0.774	114.045	215760	en
3300	1h75677yTFr5NcpJNqqFqm	Running the Streets	Malow Mac	11	45FWYvXY172hGrnWmKtm70	Soldiers Love	2012-06-30	Chicano Rap	3o3xRXWMtBMezk0E3wmtGI	latin	latin hip hop	0.735	0.772	10	-5.593	0	0.221	0.262	7.780000000000001e-05	0.11699999999999999	0.767	167.024	242080	en
3301	1h7LBCgfnSUEe7qXRbwMIp	Push Play	Zedd	39	4xak0izXQHOMV9Wu1mDAAy	Clarity (Deluxe)	2012	♥ EDM LOVE 2020	6jI1gFr6ANFtT8MmTvA2Ux	edm	progressive electro house	0.604	0.9209999999999999	9	-1.44	1	0.0459	0.0868	0.0	0.0841	0.252	130.03	219360	en
3302	1H85F0Iv9LNEJBgVZDVFYH	Ocean (feat. Dave Gahan)	Goldfrapp	18	0VJzaRMzXxF829tEGmNkg6	Ocean (feat. Dave Gahan)	2018-05-21	Electropop And Play	7p30DzTAgW6OhspSXHTI88	pop	electropop	0.514	0.636	3	-7.812	0	0.0354	0.0768	0.000421	0.142	0.23399999999999999	107.065	242827	en
3303	1HA2V2EfAgJUBVOju4YfiB	Just A Stranger (feat. Steve Lacy)	Kali Uchis	66	4EPQtdq6vvwxuYeQTrwDVY	Isolation	2018-04-06	NEO-soul	3q3M4VCymcMoxJ3Tl7mRqN	r&b	neo soul	0.745	0.672	9	-5.7379999999999995	1	0.0346	0.127	0.0	0.10300000000000001	0.6409999999999999	108.031	177697	en
3304	1haofRgjpVfOyTVWnjJRND	Hey Santa Claus	The Moonglows	5	4VqtV4YAQ04V8QWNb83F09	Have A Merry Chess Christmas	1988-01-01	Christmas Soul	6FZYc2BvF7tColxO8PBShV	r&b	neo soul	0.664	0.434	1	-10.800999999999998	1	0.0349	0.767	0.0	0.319	0.674	151.727	145493	en
3306	1hc9od6jS3KsR66n6T9vKo	Show Me Love - Original Mix	Sam Feldt	0	2NNmXlieHMUcIM9LVUezTy	Show Me Love (Original Mix)	2014-12-11	Vocal House	5PCAWKfUWAUj8VeY8G7xRQ	edm	progressive electro house	0.674	0.585	0	-6.632999999999999	1	0.0358	0.445	0.00465	0.141	0.109	114.963	359950	en
3307	1hCTxutVVYvggAQcUUUZAT	Put A Little Love On Me	Niall Horan	80	7dUgmUMDNnQAejhNLeIQWz	Put A Little Love On Me	2019-12-06	Pop Hits 2020	5TDtuKDbOhrfW7C58XnriZ	r&b	hip pop	0.584	0.465	10	-4.88	1	0.0262	0.6779999999999999	0.0	0.106	0.299	95.969	224586	en
3309	1hcwDzQWN5gU1FUIJL1tZY	Pick Up The Pieces (Ft. Angela McCluskey) - Original Mix	Maor Levi	0	5AIkMFdwZue5xonyTkvDYZ	Pick Up The Pieces (Ft. Angela McCluskey)	2014-10-06	big boom room — TOMORROWLAND EDC EDM BIG ROOM AMF ADE DANCE TRANCE HARDWELL TIESTO	2oalsaFUockoPf1DU3wrL8	edm	big room	0.585	0.875	5	-6.069	0	0.061	0.00022400000000000002	0.0686	0.495	0.38799999999999996	127.993	330680	en
3310	1Hd2XLitkt1PYCWSbfF5qV	Wish Wish (feat. Cardi B & 21 Savage)	DJ Khaled	73	1YgX8BWKleDlDeCOFklRfz	Father Of Asahd	2019-05-17	Trap Americana	7tkgK1tm9hYkWp7EFyOcAr	rap	trap	0.861	0.6659999999999999	8	-5.18	0	0.34299999999999997	0.00218	0.0	0.272	0.853	145.041	202625	en
3311	1HD8xCyKYt7Bm3P0CbvUbS	In My Mind Part 3 (feat. Georgi Kay)	Flo Rida	53	4Asu7eu8lZtgyR8PFAnFTq	In My Mind Part 3 (feat. Georgi Kay)	2018-09-27	VidaLoca - Latin / Raggaeton / Hip Hop ©	7EPbNmUW9nkRplDLSN9te4	latin	latin hip hop	0.6779999999999999	0.87	6	-3.1319999999999997	1	0.182	0.0556	0.0	0.0534	0.228	127.765	193359	en
3312	1HDApabtZoWpGEcWAMMyNM	Miracle	Caravan Palace	33	2pTXXzFkdE45dZ6gdfoFUA	Miracle	2019-02-08	Electro Swing Top 100	5M7xLCQTYJL0lbKIrUn3a4	edm	electro house	0.708	0.8809999999999999	7	-5.4110000000000005	1	0.0655	0.607	0.000364	0.12	0.527	99.988	216224	en
3314	1hEFUwIQJBjPl0BFm6I1c2	Smile - Kaskade Edit	Galantis	20	0j8DchOKRwBG105WuRJrFh	Smile Remixes	2014-01-27	♥ EDM LOVE 2020	6jI1gFr6ANFtT8MmTvA2Ux	edm	progressive electro house	0.55	0.934	0	-4.484	1	0.0722	0.00182	0.0724	0.0689	0.166	127.98299999999999	281485	en
3315	1hES47PrbU8GPTI5A9lsr0	I Never Loved a Man (The Way I Love You)	Aretha Franklin	54	5WndWfzGwCkHzAbQXVkg2V	I Never Loved a Man the Way I Love You	1967-03-10	Sexy Soul 2020	5EMARioe9z9eKOeWIAC2JW	r&b	neo soul	0.657	0.371	5	-9.186	1	0.0359	0.3670000000000001	0.0459	0.157	0.7090000000000001	134.86700000000002	171773	en
3317	1HfMVBKM75vxSfsQ5VefZ5	Lose You To Love Me	Selena Gomez	93	3tBkjgxDqAwss76O1YHsSY	Lose You To Love Me	2019-10-23	Todo Éxitos	2ji5tRQVfnhaX1w9FhmSzk	pop	dance pop	0.505	0.34	4	-9.005	1	0.0438	0.5760000000000001	0.0	0.21	0.0916	101.993	206459	en
3318	1hfoihnGAryxcax3xUfhKv	For You	SoMo	1	4ZyBoZA8geB9yrmQlcp7Lo	For You	2017-09-01	Today's Hits (Clean)	7ENISpOJhocpMJVcGb0qcT	r&b	hip pop	0.8390000000000001	0.465	1	-6.797999999999999	1	0.0664	0.327	0.0	0.111	0.578	106.95700000000001	163000	en
3319	1HfPcQ3c2HyGeID3u1lmCa	She Wolf (Falling to Pieces) (feat. Sia)	David Guetta	53	5aprcHwM1KJhaY9Kbxkfkn	Nothing but the Beat 2.0	2011-08-26	Happy EDM	3d2JFEbvcx7p2CHkBaQeMZ	edm	pop edm	0.4920000000000001	0.857	7	-2.634	1	0.0655	0.0841	7.82e-06	0.344	0.39299999999999996	129.97299999999998	222500	en
3320	1HfVdg6TNKHtpsMPc07HTO	Trains	Porcupine Tree	54	2dAYkfqPYzOTDNxDDVP2vi	In Absentia	2002-09-24	Progressive Rock / Metal - Rock /Metal  Progresivo	7GhTpb4eOp6403Bmgqz3db	rock	album rock	0.456	0.7759999999999999	9	-6.999	0	0.0348	0.0423	0.00975	0.14800000000000002	0.223	174.261	358600	en
3321	1hfVUmorNhSWNuM91Mo8sX	Dear Maria, Count Me In (Connect Sets Acoustic)	All Time Low	35	2e8m3glGL3xIuSrGGXzcIc	So Wrong, It's Right (Deluxe Version)	2008-07-29	Unplugged Hits 📣	5NTm3injIRkUMROsZr3C2O	latin	latin pop	0.47	0.461	1	-6.905	1	0.0293	0.5	0.0	0.131	0.606	81.652	208040	en
3322	1hGy2eLcmC8eKx7qr1tOqx	Beautiful Girls	Sean Kingston	77	71clfVkkopYLrgweVj2cow	Beautiful Girls	2007-07-23	post teen pop	2ltt5ouiEO301o2jbxn30d	pop	post-teen pop	0.762	0.6609999999999999	1	-6.075	0	0.0687	0.15	0.0	0.256	0.769	130.009	225373	en
3323	1HH9T6jsitwm9Cvs9jUeTf	Take It or Leave It	Great Good Fine Ok	46	6LxFWRPqoL446CkxQyL7sQ	III	2017-01-05	Indie Poptimism	1pZWCY50kMUhshcESknir8	pop	indie poptimism	0.69	0.753	6	-3.83	1	0.0555	0.162	0.0	0.0718	0.9309999999999999	148.024	183468	en
3324	1hHuyqVCZCbhYQixEkdQCo	Sing for Absolution	Muse	56	0HcHPBu9aaF1MxOiZmUQTl	Absolution	2004-03-23	L' ALBUM ROCK	0jilq2XZP9F2fwzp2k6iXK	rock	album rock	0.436	0.6779999999999999	5	-7.211	1	0.0301	0.457	0.0384	0.0873	0.19399999999999998	170.287	294867	en
3325	1HimGOB6BjOaCQYMIF1xtU	What Am I	Why Don't We	79	6IEEEv0mmFYPjhATWKYZRE	What Am I	2019-08-23	Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop	46Cl6dmeiylK6TRGXr7hHe	pop	post-teen pop	0.614	0.647	0	-4.681	0	0.0524	0.0687	0.0	0.10400000000000001	0.368	163.862	184665	en
3326	1Hk0QRlUFCHYG6zIvUh0Xd	Summer	Marshmello	65	6opKASPALOkPwCfHvqIS9H	Joytime	2016-01-08	EDM/POP	6gHk5RFrnALbDNJdaXKivi	edm	pop edm	0.583	0.748	6	-4.798	1	0.0292	0.00695	0.0241	0.22	0.254	142.029	233239	en
3327	1hKdDCpiI9mqz1jVHRKG0E	Enter Sandman	Metallica	23	37lWyRxkf3wQHCOlXM5WfX	Metallica	1991-08-12	Classic Rock	5BygwTQ3OrbiwVsQhXFHMz	rock	classic rock	0.579	0.8240000000000001	6	-8.71	0	0.03	0.00206	0.00903	0.059000000000000004	0.635	123.331	331573	en
3328	1hl2Nq6SaJnAlQNTPESgzj	8Fifty	Hardwell	16	5QPdisx4jaS4W0mYr0rvKD	8Fifty	2016-07-01	Hands Up‏‏​​   ‍	1lSdljPk8zcAdXVMUduDia	edm	progressive electro house	0.66	0.981	5	-1.493	0	0.0677	0.0311	0.00117	0.312	0.256	127.971	183750	en
3329	1HL3yEnYq8LEyFQ3QegA5V	Crash into Me	Dave Matthews Band	66	3Z72KfamjH9Wc5m9mgVqI7	Crash	1996-04-30	Permanent Wave	2ExyzXAbukW7I8bDqdGvPB	rock	permanent wave	0.541	0.677	4	-10.764000000000001	1	0.0373	0.122	0.0191	0.0938	0.555	101.1	316467	en
3330	1HlGblweLq0eAwnb0NY1EQ	18 and Life	Skid Row	59	0D48ZbriW82M2GbOKCbd1G	Best Of	1998	Mega Rock Ballads: The Best Slow Rock Compilation Ever !	6LJtRKgDpzM8ZbbwC0jLhe	rock	album rock	0.457	0.794	1	-6.624	0	0.0298	0.000384	7.26e-05	0.131	0.354	90.439	231280	en
3331	1hlveB9M6ijHZRbzZ2teyh	We're Not Gonna Take It	Twisted Sister	73	0dzqapIToiOhULGvzDKpXm	Stay Hungry	1984	Dr. Q's Prescription Playlist💊	6jAPdgY9XmxC9cgkXAVmVv	pop	post-teen pop	0.502	0.924	4	-6.2989999999999995	1	0.0503	0.0127	0.0	0.162	0.922	149.186	219667	en
3332	1hMFIOaHdvpWK7XI80Wx4d	Tennessee Whiskey	Chris Stapleton	10	5vfPzN4hQAajJEUrZHlJgx	Traveller	2015-05-04	Blues Rock	56dbowk1V5ycS5jW7DSvi5	rock	classic rock	0.387	0.375	9	-10.852	1	0.0355	0.205	0.00647	0.0807	0.503	50.45399999999999	293293	en
3333	1HNE2PX70ztbEl6MLxrpNL	In Too Deep	Sum 41	74	2UCWsnmZEVg9HhnMeKTsim	All Killer, No Filler	2001-01-01	Permanent Wave	2ExyzXAbukW7I8bDqdGvPB	rock	permanent wave	0.568	0.8440000000000001	9	-5.875	1	0.0505	0.00018899999999999999	0.0	0.0607	0.7659999999999999	116.046	207093	en
3334	1HNkqx9Ahdgi1Ixy2xkKkL	Photograph	Ed Sheeran	84	1xn54DMo2qIqBuMqHtUsFd	x (Deluxe Edition)	2014-06-21	Post pop teen	222nc9tKxKhfZ2GBrOpwH3	pop	post-teen pop	0.614	0.379	4	-10.48	1	0.0476	0.607	0.00046399999999999995	0.0986	0.201	107.98899999999999	258987	en
3335	1HNs07uZxZniPNmniw2GTa	Apparently	J. Cole	69	7viNUmZZ8ztn2UB4XB3jIL	2014 Forest Hills Drive	2014-12-09	Smooth Hip Hop	7ozFIvz1bE1HPgQTUl5qfT	r&b	hip pop	0.8009999999999999	0.5429999999999999	5	-9.236	1	0.091	0.564	0.0	0.11599999999999999	0.534	133.982	293040	en
3336	1HNw0UDRME6a7Mo19R2hsq	Burn (Let Your Mind Go) (feat. Luciana) - Radio Edit	KSHMR	52	27mUbo4cgbtGt0VY1xho92	Burn (Let Your Mind Go) [feat. Luciana]	2014-11-27	Alex Workout	7fRlDx99wBg6i45OCvxwKY	edm	progressive electro house	0.626	0.925	7	-5.254	0	0.27	0.000797	0.599	0.348	0.13699999999999998	127.991	174261	en
3337	1HOMkjp0nHMaTnfAkslCQj	My Sharona	The Knack	73	6H0wsYDvFlATzXHn0IqVpi	Get The Knack	1979-01-01	70s Pop & Rock Hits and Deep Tracks	1uKFRCQYci8kVgMy3xzTVH	rock	album rock	0.586	0.7	0	-9.558	1	0.0363	0.0589	0.00125	0.0318	0.897	147.245	295400	en
3338	1hp5TYhnsH4FBQSsR7RpJK	Lady - Radio Edit	D'Angelo	2	6kdaBN7lOYDLZfCAGiSecr	Ultimate D'Angelo	2008-01-01	Back in the day - R&B, New Jack Swing, Swingbeat, RNB..etc.	3a9y4eeCJRmG9p4YKfqYIx	r&b	new jack swing	0.809	0.446	8	-8.946	0	0.0929	0.16899999999999998	0.007640000000000002	0.0613	0.7759999999999999	84.905	246760	en
3339	1Hpe55FfvUHQF9rAT9iXB5	Alone Again	Alyssa Reid	36	64p9KucyPvRTbS810KXKmM	The Game	2011-01-01	2015 songs	6UJw1egIcZVfrBmcKs5uHH	edm	pop edm	0.48700000000000004	0.809	1	-5.093999999999999	1	0.0345	0.109	0.000126	0.13	0.5820000000000001	86.01	229227	en
3341	1HPYQsdYYNgtSvm8JOtsWk	Don't Ask	Aeris Roves	47	4ZTPLKFSwhQP2Z1ZfvQTu4	Don't Ask	2019-05-17	Contemporary Urban	6wyJ4bsjZaUKa9f6GeZlAO	r&b	urban contemporary	0.624	0.418	4	-7.713999999999999	1	0.132	0.414	8.599999999999999e-06	0.105	0.387	178.028	167240	en
3343	1HpzOCZbNWzxvvXfSGtSrX	Find U Again (feat. Camila Cabello)	Mark Ronson	74	1GySemCUsaTUREhIPAF3hH	Find U Again (feat. Camila Cabello)	2019-05-30	Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s	4QAzO1Z92yqqD6Mf3mOANu	pop	dance pop	0.605	0.664	8	-7.162000000000001	1	0.0316	0.00548	3e-06	0.204	0.16399999999999998	103.99700000000001	176417	en
3345	1hqvNLAmwGTh8p3wReZIhV	Never Going Back Again	Fleetwood Mac	13	63k57x0qOkUWEMR0dkMivh	Rumours	1977-02-04	70s Pop & Rock Hits and Deep Tracks	1uKFRCQYci8kVgMy3xzTVH	rock	album rock	0.644	0.281	6	-13.106	1	0.0371	0.8320000000000001	0.386	0.0805	0.9159999999999999	176.565	135133	en
3347	1HrEnf8mgS1Grlf0PKjDCO	Indestructible	Disturbed	46	4TdIYEKiTCWlZ0tefxQAH8	The Studio Album Collection	2011-10-07	Hard Rock Workout!	5nQrMpkyWmxPX0gk74htMk	rock	hard rock	0.429	0.966	8	-4.605	1	0.0733	0.00020899999999999998	0.124	0.371	0.525	179.956	278027	en
3349	1hSC6vWh3Rzkn9JSWicerC	What We Leave Behind	Labrinth	33	1OJEishIRloK73nEQ5y8Eh	Miss You Already (Original Motion Picture Soundtrack)	2015-09-25	Urban contemporary	1ZlL3IQS8eB0s0RMxz02yD	r&b	urban contemporary	0.41600000000000004	0.293	2	-10.232000000000001	1	0.0755	0.7490000000000001	0.0	0.253	0.292	155.43200000000004	192907	en
3350	1hsCcm0xujceILNvgRfrVB	Big Fish	Vince Staples	1	22mvgB51PRJNYckzgeHNUv	Big Fish	2017-05-18	Hip Hop Controller	37i9dQZF1DWT5MrZnPU1zD	rap	hip hop	0.893	0.551	3	-5.877999999999999	0	0.341	0.455	9.15e-06	0.35100000000000003	0.6970000000000001	99.986	198053	en
