index	track_id	track_name	track_artist	track_popularity	track_album_id	track_album_name	track_album_release_date	playlist_name	playlist_id	playlist_genre	playlist_subgenre	danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	duration_ms	language
1	004s3t0ONYlzxII9PLgU6z	I Feel Alive	Steady Rollin	28	3z04Lb9Dsilqw68SHt6jLB	Love & Loss	2017-11-21	Hard Rock Workout	3YouF0u7waJnolytf9JCXf	rock	hard rock	0.303	0.88	9	-4.739	1	0.0442	0.0117	0.009940000000000001	0.34700000000000003	0.40399999999999997	135.225	373512	en
2	00chLpzhgVjxs1zKC9UScL	Poison	Bell Biv DeVoe	0	6oZ6brjB8x3GoeSYdwJdPc	Gold	2005-01-01	Back in the day - R&B, New Jack Swing, Swingbeat, RNB..etc.	3a9y4eeCJRmG9p4YKfqYIx	r&b	new jack swing	0.845	0.652	6	-7.504	0	0.21600000000000005	0.00432	0.007229999999999999	0.489	0.65	111.904	262467	en
3	00cqd6ZsSkLZqGMlQCR0Zo	Baby It's Cold Outside (feat. Christina Aguilera)	CeeLo Green	41	3ssspRe42CXkhPxdc12xcp	CeeLo's Magic Moment	2012-10-29	Christmas Soul	6FZYc2BvF7tColxO8PBShV	r&b	neo soul	0.425	0.37799999999999995	5	-5.819	0	0.0341	0.6890000000000001	0.0	0.0664	0.405	118.59299999999999	243067	en
4	00emjlCv9azBN0fzuuyLqy	Dumb Litty	KARD	65	7h5X3xhh3peIK9Y0qI5hbK	KARD 2nd Digital Single ‘Dumb Litty’	2019-09-22	K-Party Dance Mix	37i9dQZF1DX4RDXswvP6Mj	pop	dance pop	0.76	0.887	9	-1.993	1	0.0409	0.037000000000000005	0.0	0.138	0.24	130.018	193160	en
5	00f9VGHfQhAHMCQ2bSjg3D	Soldier	James TW	70	3GNzXsFbzdwM0WKCZtgeNP	Chapters	2019-04-26	urban contemporary	4WiB26kw0INKwbzfb5M6Tv	r&b	urban contemporary	0.496	0.639	6	-6.157	1	0.055	0.28	0.0	0.0975	0.305	147.764	224720	en
6	00FROhC5g4iJdax5US8jRr	Satisfy You	Diddy	52	2dHr0LpUe6CNV5lNsr8x0W	Forever	1999-08-24	Swingbeat (old skool), New Jack Swing, R&B, Hip Hop, Urban	3krpccUV68nBGAQbvHEZDC	r&b	new jack swing	0.764	0.594	6	-10.05	1	0.185	0.591	0.0	0.145	0.695	87.26100000000002	286441	en
7	00GfGwzlSB8DoA0cDP2Eit	Tender Lover	Babyface	36	51fAXJ5bMn7DRSunXQ6PMb	Tender Lover	1989-07-07	New Jack Swing	3ykXidKLz1eYPvuGoFlD1e	r&b	new jack swing	0.743	0.86	5	-6.346	1	0.0445	0.226	0.00042199999999999996	0.0513	0.687	102.459	259267	en
8	00Gu3RMpDW2vO9PjlMVFDL	Hide Away (feat. Envy Monroe)	Blasterjaxx	42	5pqG85igfoeWcCDIsSi9x7	Hide Away (feat. Envy Monroe)	2019-06-21	Big Room EDM - by Spinnin' Records	7xWdFCrU5Gka6qp1ODrSdK	edm	big room	0.573	0.746	10	-4.894	1	0.0421	0.0249	0.0	0.361	0.134	130.001	188000	en
11	00HIh9mVUQQAycsQiciWsh	Limestone	Magic City Hippies	58	7mtoEwzZYBqG8JYItxcccG	Hippie Castle EP	2015-07-24	Indie Poptimism	1pZWCY50kMUhshcESknir8	pop	indie poptimism	0.706	0.457	4	-9.359	1	0.0383	0.282	0.008490000000000001	0.0614	0.723	78.014	209165	en
13	00i2HU7TEzzftShjRrDSEF	Changes	2Pac	72	4Y9ISbppFbwk0r1XCLUi0I	The Best of 2Pac - Pt. 1: Thug	2007-01-01	90s Gangsta Rap / Top Hip-hop Classics	0C2zyPdlkbWHrwVg9gqNdU	rap	gangster rap	0.865	0.657	7	-6.722	1	0.076	0.0404	0.0	0.14	0.316	111.115	268960	en
15	00ITtxUozN0vifE2uYvtqn	Let Me Entertain You - Remastered 2011	Queen	41	2yuTRGIackbcReLUXOYBqU	Jazz (2011 Remaster)	1978-11-10	The Queen - La Discografia Completa	3E88dLx4fgFYY70gdGzdnB	rock	album rock	0.521	0.902	11	-4.8260000000000005	0	0.19699999999999998	0.0164	0.00105	0.737	0.5920000000000001	104.708	181693	en
16	00LfFm08VWeZwB0Zlm24AT	Suga Suga	Baby Bash	8	2bAkYizbM1rMbOUHpfAV9z	Tha Smokin' Nephew	2003-01-01	90s/00s Hip Hop & RnB	0Ar0Ng9DlAWZtSPBvOQgOa	r&b	hip pop	0.662	0.748	5	-3.0410000000000004	0	0.268	0.688	8.43e-06	0.0841	0.535	82.331	239027	en
17	00lNx0OcTJrS3MKHcB80HY	You Don't Know Me - Radio Edit	Jax Jones	14	4eYnvtB4sTtfGr0903YMn4	You Don't Know Me	2016-12-09	BALLARE - رقص	1CMvQ4Yr5DlYvYzI0Vc2UE	pop	post-teen pop	0.8759999999999999	0.669	11	-6.053999999999999	0	0.138	0.163	0.0	0.185	0.682	124.007	213947	en
18	00NAQYOP4AmWR549nnYJZu	Secrets	The Weeknd	71	2ODvWsOgouMbaA5xf0RkJe	Starboy	2016-11-25	Urban Contemporary	4Pbs84EQbuAblxlp6Chz0d	r&b	urban contemporary	0.665	0.7709999999999999	0	-5.779	1	0.0533	0.0155	9.6e-06	0.46	0.764	109.945	265600	en
20	00OKDIsSQbx8rd5Al7fKNw	"Stand Out - From ""How to Build a Better Boy"""	Sabrina Carpenter	33	3cfTPG7l0IBjJh7MVBqNdx	"Stand Out (From ""How to Build a Better Boy"")"	2014-08-12	🤩🤪Post Teen Pop🤪🤩	6IT8LGpwLw3Pt2XnVUBN7j	pop	post-teen pop	0.414	0.8059999999999999	7	-2.892	1	0.0665	0.00792	9.329999999999999e-05	0.0488	0.77	96.044	208827	en
21	00p85inzGeXRXgqDVn7Ftq	Laps	Zotiyac	36	3JPejWmP5LweCgQ2xHgYjV	Laps	2018-11-16	Rap Party 24/7 Radio / Gangsta Rap	4sGnz2x5tbHE2YlW1nemfb	rap	gangster rap	0.7559999999999999	0.45299999999999996	8	-9.965	1	0.318	0.0039	0.0	0.632	0.114	140.132	144380	en
22	00PLtXXER1XcTRZvs3LioS	Get The Funk Out Ma Face	The Brothers Johnson	49	5IzEY3pod97kHrdt5Qt1RB	Look Out For #1	1976-01-01	The 1950s/1960s/1970s/1980s/1990s/2000s/2010s with pop/r&b/soul/boogie/dance/jazz/hip hop/hop/rap.	1S7BckuYIkEazeNKOSM0uA	r&b	urban contemporary	0.88	0.57	2	-13.145	1	0.0821	0.292	0.0388	0.0674	0.7909999999999999	106.035	147000	en
23	00ppj2gGs8oxhGnTdejkzD	Ooh	SAYMYNAME	39	0wFEGiNrd0XKzRTLyweP1u	Ooh	2019-01-25	Trap Mojito	37i9dQZF1DX1OIMC8iDi74	rap	trap	0.59	0.965	4	-1.787	1	0.0548	0.0147	0.163	0.12	0.386	148.167	147568	en
25	00qOE7OjRl0BpYiCiweZB2	Juke Box Hero	Foreigner	67	2Pw51hAGvWpTA3AYl2WVuu	4 (Expanded)	1981	Dr. Q's Prescription Playlist💊	6jAPdgY9XmxC9cgkXAVmVv	pop	post-teen pop	0.35700000000000004	0.653	9	-5.553999999999999	1	0.0654	0.0828	0.0	0.0844	0.522	176.64700000000005	259800	en
26	00QyLmjxaSEE8qIZQjBXBj	We Own It (Fast & Furious)	2 Chainz	59	1jg2UPoSAr7CDPsEXcabo1	Fast & Furious 6	2013-01-01	RAP Gangsta	1Z1gW89x4MSBjkvVjGg7DQ	rap	gangster rap	0.5539999999999999	0.899	8	-4.573	1	0.408	0.0521	0.0	0.0568	0.552	171.96599999999995	227893	en
27	00ReeHCY0FQUyuAUyPJdnk	Ain't No Future In Yo' Frontin'	MC Breed	48	7mLks5uEIPmT0056mb5oV3	MC Breed & DFC	1991-01-01	Minitruckin Playlist	0VVH2Nzj6kBVGK3WIUQMAw	rap	southern hip hop	0.672	0.7609999999999999	0	-9.644	1	0.248	0.0514	0.0	0.474	0.731	102.19200000000001	244733	en
29	00S35gEf40z03JTJgvQMqi	It's You - Radio Edit	Syn Cole	51	34u7JI9MqdhGSkhMNrlDST	It's You	2015-04-07	ElectroPop	0cuHKz65ZPqBX1brG8djlg	pop	electropop	0.6459999999999999	0.831	10	-4.164	1	0.0523	0.11	1.04e-05	0.134	0.486	127.95700000000001	211875	en
30	00SmB7n85SKROGjybsyq5i	Bongo Bong	Manu Chao	66	3xoAUqjKs7Ps7wR26VAMbq	Clandestino	1998-10-06	Paraíso Tropical	2v41efarffe6iY8qpMK5Gj	latin	tropical	0.755	0.545	9	-10.027000000000001	0	0.0646	0.9440000000000001	0.000118	0.14400000000000002	0.9640000000000001	149.80700000000004	158427	en
31	00UpV14MDfk4CvrMbFvqji	It Won't Stop (feat. Chris Brown) - Julian Calor Remix	Sevyn Streeter	0	52FeJmVsUJfoQybiwI5j9m	Atlantic Records Miami 2014	2014-04-01	♥ EDM LOVE 2020	6jI1gFr6ANFtT8MmTvA2Ux	edm	progressive electro house	0.627	0.8320000000000001	6	-5.525	0	0.0478	0.00939	0.00305	0.115	0.21600000000000005	128.025	298125	en
33	00WIXhVVhswHuS6dlkScuw	Hot	Confetti	51	6nsXqX8wZbkiqSKmSqxsuT	Hot	2019-11-22	Electropop	2Z5cPJ6Z4EVZAfF08amjvL	pop	electropop	0.607	0.9079999999999999	7	-3.883	1	0.107	0.00297	1.61e-06	0.12	0.664	168.015	150714	en
35	00YeYHw6zhoy1y7EPTgIkj	Shine - Kygo Remix	Benjamin Francis Leftwich	48	6tUKtq2hrHaWVs5Qokzc1P	Shine (Kygo Remix)	2014-01-01	Chillout & Remixes 💜	4NlAd9NpIa92IjErMyAriM	pop	indie poptimism	0.703	0.599	4	-8.687000000000001	1	0.138	0.402	0.000572	0.243	0.312	112.01700000000001	280640	en
36	00Z0GIRi0l7WqQnQJCo5S2	Don't Let It Break Your Heart - Single Edit	Louis Tomlinson	75	5u9HZPF2dVu38Ly2Ftje7S	Don't Let It Break Your Heart	2019-11-23	The Sound of Post-Teen Pop	10FCW9lj0NdeoYI5VVvVtY	pop	post-teen pop	0.36200000000000004	0.708	10	-4.046	1	0.0672	0.0226	0.0	0.0873	0.513	166.31	196160	en
37	011gUcrvLDn2gEApOdOhVe	Been A While	Sam Feldt	2	4f99odoYED4w3X3EgMrjYG	Been A While	2016-02-05	Chillout & Remixes 💜	4NlAd9NpIa92IjErMyAriM	pop	indie poptimism	0.779	0.695	1	-6.064	0	0.031	0.425	0.000769	0.107	0.392	120.00399999999999	163527	en
38	012mGdSYIBEmERuScm2iOl	Santa Claus Is Coming To Town	The Jackson 5	28	4UvvfXA7W1IHzBaUCaRj2k	Christmas Number 1's	2007-01-01	Christmas Soul	6FZYc2BvF7tColxO8PBShV	r&b	neo soul	0.691	0.66	5	-8.161	1	0.0354	0.18	0.000266	0.174	0.94	146.78	143507	en
39	014J7jX1wSv0manSdRnveo	Dancing On My Own - Tiësto Remix	Calum Scott	9	7vGzSetTlpBFG31tGWInEh	Dancing On My Own (Tiësto Remix)	2016-07-08	EDM - pop remixes	0cvVad4XizGbOS0vlwZYS5	edm	pop edm	0.608	0.648	1	-5.569	1	0.036000000000000004	0.0194	0.0010400000000000001	0.0897	0.114	121.96	224392	en
40	014V6u9VubefjaPPl1QkTJ	Phenomenal	Eminem	1	5pqnv0aiizL6F4mmVkniKM	Southpaw (Music From And Inspired By The Motion Picture)	2015-07-24	Gangsta Rap/90's Hip-Hop	39IFMVQdRNdb7kVfyTvHjM	rap	gangster rap	0.64	0.841	1	-2.426	0	0.0466	0.153	0.0	0.0457	0.0471	121.075	282546	en
42	01Bw3xiZ5PQfn0btMWICaQ	Beautiful Life	Lost Frequencies	30	2WGceQjphDCN6OdXxNBH6x	Beautiful Life	2016-06-03	Tropical Beats	37i9dQZF1DX1bDvyV0IkZ3	latin	tropical	0.732	0.52	2	-6.684	0	0.0376	0.127	0.0347	0.139	0.33899999999999997	119.979	161464	en
45	01DSvNTUsVROjnSF5j3UbD	Try	P!nk	10	0pqKb2y8h2BWS46HMfmEgD	The Truth About Love	2012-09-14	Today's Hits 2000-Present	6a66cg3HcsjYkisYyQcov6	latin	latin hip hop	0.6729999999999999	0.629	2	-7.072	1	0.0299	0.00141	0.0	0.0944	0.551	103.99799999999999	247907	en
47	01IQ4aQgOf0Kkq3a273hmO	Funky Friday	Dave	72	3CFVTstiXfXZDHF6EeMnGf	Funky Friday	2018-10-04	Rap Workout	37i9dQZF1DX76t638V6CA8	rap	hip hop	0.975	0.535	1	-7.227	1	0.196	0.0783	0.0	0.107	0.6709999999999999	125.066	182741	en
48	01iyINEYgPQ7ThMZuHUsqS	First Love	Lost Kings	58	7syMmofF2t1xI0RFCtrSG9	First Love	2017-10-13	Dance Pop	37i9dQZF1DWZQaaqNMbbXa	pop	dance pop	0.619	0.938	5	-5.245	1	0.35	0.0257	1.39e-05	0.128	0.601	94.38	207428	en
49	01kmEgrTZAGvJNicVB7laT	Alone	Lund	64	3dosTihFLZHtyaZPJ8kyhV	Gold	2016-10-23	Sad Trap	7kzKtw5vug3IIxKfLadi8A	rap	trap	0.742	0.355	2	-15.505999999999998	1	0.0814	0.654	0.703	0.384	0.037000000000000005	120.01799999999999	254000	en
50	01LODLnhlfNphZ366BqKc0	Now That We're Dead	Metallica	50	4kizef5du9TgAGfNhWbKmt	Hardwired…To Self-Destruct	2016-11-18	Hard Rock Workout	6kXNv8J3HCYztxjOIUzApv	rock	hard rock	0.5660000000000001	0.951	2	-3.591	1	0.0464	0.000101	0.10300000000000001	0.266	0.345	128.304	419075	en
51	01Lr5YepbgjXAWR9iOEyH1	Love Sosa	Chief Keef	64	2B4y3j02ho6XNF8BEzx3JF	Finally Rich	2012-01-01	GANGSTA RAP	3DUkl93JjPdOyX83SJr5ms	rap	gangster rap	0.772	0.413	0	-8.193	0	0.08900000000000001	0.0361	0.0	0.111	0.21100000000000002	131.965	246213	en
52	01M4Wng6jF5uoNEHLl2OIn	Mama Knew Love	Anthony Hamilton	41	0qN4uk3SGen6vUOjImJ6em	Comin' From Where I'm From	2003-07-15	Neo-Soul Essentials	0DIwi1dMI59NItQtiNcevy	r&b	neo soul	0.635	0.695	11	-4.4030000000000005	1	0.314	0.212	0.0	0.298	0.7659999999999999	79.232	208440	en
54	01q4ccXbvPlCwZ1fPiFaeM	Girlfriend in a Coma - 2011 Remaster	The Smiths	56	7jfexk2w5aDI25njkN0UGg	Strangeways, Here We Come	1987	permanent wave	7rPsfDTqiZYIT4PVzQ4c0c	rock	permanent wave	0.68	0.626	7	-8.519	1	0.0255	0.126	1.3e-06	0.0995	0.96	104.333	122760	en
55	01Qb6dN5suQNu87VJ1mIpf	Did It Again	Lil Tecca	41	1NQuFYzzL0WbNOTjsXzXYf	Did It Again	2019-07-24	Sad Trap	7kzKtw5vug3IIxKfLadi8A	rap	trap	0.6990000000000001	0.575	1	-9.922	1	0.159	0.218	0.0	0.11199999999999999	0.23399999999999999	148.767	116240	en
56	01QhVHvkGqzO861Kl3GhfX	I'll Be All You'll Ever Need	Trinere	27	5BC8h7zzDUifrb8PJJ4UTM	All Night	1997	80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds)	1oReEujyWpQv2OX68BVPPA	latin	latin hip hop	0.72	0.8140000000000001	8	-8.195	0	0.0546	0.007940000000000001	0.00029	0.0619	0.77	123.551	324360	en
57	01R0Xdwje645C6xFCnMRvm	Talk Dirty To Me	Poison	54	0xOBnypzEh4WKROJ51LL09	Look What The Cat Dragged In	1986-01-01	Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos	3Ho3iO0iJykgEQNbjB2sic	rock	classic rock	0.507	0.804	11	-13.267000000000001	1	0.044000000000000004	0.0211	0.00248	0.381	0.708	157.996	223960	en
58	01TzbTwZ9Mce9mOeBpH03i	Goodbye Love	Guy	45	1b4uW38DLtC6GlGr39AGHc	Guy	1988-01-01	The New (Jack Swing) Testament	4mciQwEuqaUMwIWKcDMFW0	r&b	new jack swing	0.68	0.381	5	-16.646	0	0.0291	0.11199999999999999	0.0	0.0316	0.701	82.186	304027	en
59	01vv2AjxgP4uUyb8waYO5Y	Morph	Twenty One Pilots	70	621cXqrTSSJi1WqDMSLmbL	Trench	2018-10-05	Electropop	2Z5cPJ6Z4EVZAfF08amjvL	pop	electropop	0.7340000000000001	0.607	8	-7.249	0	0.0806	0.0747	0.0005769999999999999	0.0968	0.518	90.023	258853	en
61	01XFgRZfZI7oBagNf1Loml	Harlem Shake	Baauer	62	5H0yFEG5FT0tccZRSdNvVU	Harlem Shake	2013-02-12	Trap Nation 🔊	5aPwKjwNHr6dnCejLcPTVx	rap	trap	0.452	0.794	0	-5.151	1	0.0483	0.0111	0.00182	0.41600000000000004	0.282	137.825	196664	en
62	020mPSviVz90DTlyfxofDJ	Always Gonna Say Sorry	Joakim Molitor	1	5OFiJ2RpuPqUa4aHdmKgvX	Always Gonna Say Sorry (feat. Maia Wright)	2017-05-26	EDM Trap	7CEEEMKV41x0RlFCXWdvKF	edm	pop edm	0.531	0.63	2	-5.6770000000000005	1	0.0433	0.21600000000000005	0.0	0.054000000000000006	0.32799999999999996	77.35300000000002	193742	en
64	02138lFv3Bzncr6ScNbLAF	Rattle Your Cage	Skrizzly Adams	44	3RcttHMKlZ7K1ovxIANPd0	Young Man	2019-11-15	Supernatural Classic Rock	6oghIlByD49KFGNmNU8GSH	rock	classic rock	0.583	0.565	1	-8.318	1	0.12300000000000001	0.027000000000000003	0.0	0.0908	0.498	179.87400000000005	209972	en
65	023OVLNzXhX0j7CxswUt6D	Cheerleader - Felix Jaehn Remix Radio Edit	OMI	67	1QwWTLYn9dntAj7l9FRJwY	Me 4 U	2015-10-16	Today's Hits 2000-Present	6a66cg3HcsjYkisYyQcov6	latin	latin hip hop	0.78	0.68	4	-6.081	1	0.0305	0.141	1.2e-05	0.138	0.594	118.02600000000001	180560	en
66	027h5P3kCyktHv9dpHUBBS	Why Don't You Get A Job	The Offspring	8	5Jf9wK4k3A1rdH8YSBQg0J	Americana	1998-11-16	keg party jukebox	4PjiT7SWnUsTTTvKOuR76f	rock	permanent wave	0.767	0.8759999999999999	5	-4.435	1	0.0757	0.0812	1.36e-06	0.337	0.595	107.915	172467	en
67	027VSEVC8RRjUXLEJAzhH6	On the Back of Your Neck	Cienfue	49	0v8NfkCv7W76lm9Cea5LzO	On the Back of Your Neck	2020-01-03	The Pulse of Indie Poptimism	5qFXOOxrQVyS4UCq3UilZN	pop	indie poptimism	0.6759999999999999	0.7879999999999999	9	-4.596	0	0.0428	0.1	0.254	0.326	0.688	123.01799999999999	253444	en
68	02803el8p3mKqcJzJ3Agpp	WhatWasThat	BONES	0	5Js5C9XkRD3oTbZcEDiRGi	HermitOFEastGrandRiver	2015-11-29	< DARK TRAP >	19WuHd4MxWLzE1fpMmw4S4	rap	gangster rap	0.722	0.519	0	-12.870999999999999	1	0.0516	0.0253	0.0114	0.18899999999999997	0.128	99.98700000000001	143833	en
69	028JxheELfIvvY4zBXuMjw	Heartless (feat. Mustard)	Polo G	76	4OrRpFIpAS0vTrKLFbySMz	Heartless (feat. Mustard)	2019-09-20	New Hip Hop‏‏​​   ‍	5WNUX6jisX0NRlVDTm6RDd	r&b	urban contemporary	0.7759999999999999	0.64	7	-8.058	1	0.183	0.15	0.0	0.0983	0.326	160.03799999999995	201627	en
70	029QP3fFtLaW9B9RKr8DAg	Say My Name	Lil Yachty	54	6upTR3RFKR7K20OnHRXDkL	Teenage Emotions	2017-05-26	Hip Hop Controller	37i9dQZF1DWT5MrZnPU1zD	rap	hip hop	0.7979999999999999	0.5529999999999999	10	-6.296	0	0.348	0.102	0.0	0.113	0.158	144.05200000000005	186680	en
71	02AT1Z0nscuElXMWBEzEKu	Paint My Love - 2014 Remastered Version	Michael Learns To Rock	37	01jdXmJaiRf52DRqTExXhY	25	2014-10-25	Michael Learns To Rock album	22XKr7O6bzSA5bHiwRCPNK	rock	album rock	0.584	0.507	9	-8.055	1	0.0243	0.0202	7.83e-06	0.146	0.253	142.019	231000	en
72	02BDSCfu9jBYvJ8LkUVttD	Hi Life	UGK	42	4jTPQq9PSlKMOm1yLx2ATN	Ridin' Dirty	1996-07-30	Southern Hip Hop	3R5c1OfJY7Rzl3p28pzGtL	rap	southern hip hop	0.6629999999999999	0.606	5	-7.5520000000000005	1	0.203	0.579	0.0	0.217	0.613	79.721	325373	en
73	02bTIMbUm8Zgt0cVAiexE4	This Is Our Time	WILD	57	3AqbPrgSagOalMSxVMkkrG	This Is Our Time	2019-12-28	The Pulse of Indie Poptimism	5qFXOOxrQVyS4UCq3UilZN	pop	indie poptimism	0.531	0.7240000000000001	8	-7.341	1	0.0283	0.0243	0.0515	0.11199999999999999	0.28800000000000003	145.02200000000005	202478	en
74	02CygBCQOIyEuhNZqHHcNx	It Runs Through Me	Tom Misch	67	28enuddLPEA914scE6Drvk	Geography	2018-04-06	Indie/Jazz Poptimism	6OaTudLqBEuTyUMPxRNpZc	pop	indie poptimism	0.802	0.607	11	-11.027999999999999	0	0.289	0.205	0.0007480000000000001	0.24600000000000002	0.27399999999999997	96.916	261881	en
75	02DoXNeIVYvONhTk1fGQrz	Nothing Really Matters - Afrojack Remix	Mr. Probz	52	5d7WVFuTwxrJ72NLQMQD1x	Nothing Really Matters (Afrojack Remix)	2015-02-20	EDM - pop remixes	0cvVad4XizGbOS0vlwZYS5	edm	pop edm	0.6559999999999999	0.752	4	-5.622000000000001	1	0.0378	0.354	1.1e-05	0.0707	0.47700000000000004	128.029	199247	en
76	02DurCgOvDdX0uKEjqcl3W	Who Are You	The Who	12	2Qq60yedIbueTu5Sgn2bfL	Who Are You	1978-08-18	Classic Rock Drive	37i9dQZF1DXdOEFt9ZX0dh	rock	classic rock	0.653	0.631	9	-11.334000000000001	1	0.0461	0.299	0.00265	0.0627	0.516	156.32	381627	en
77	02eF5vF3ASltFpWHDVWkdQ	I Want You To Want Me	Cheap Trick	0	1QwSRtqQHtv6yWyuIZqnWl	Cheap Trick/In Color/Heaven Tonight (3 Pak)	1977-02	80s / Classic Rock	29dTrOurPDrMcrnio2q6hZ	rock	classic rock	0.8059999999999999	0.462	2	-12.777999999999999	1	0.0298	0.78	0.0134	0.15	0.736	92.726	191227	en
78	02gIQlGYI0KVK87Uo9Ekjj	I Heard It Through The Grapevine - Single Version	Creedence Clearwater Revival	2	4o5NlEZ42fd1GJeKmTA62u	Creedence Covers The Classics	2009-01-01	Classic Hard Rock	1gAeQGQ7hr2q7IYmaejDW6	rock	hard rock	0.917	0.643	2	-7.9620000000000015	1	0.0413	0.133	0.0034200000000000003	0.0569	0.746	117.626	231760	en
79	02gV5Zc9ctbZxD1uTNIok5	Without You - Remastered	Harry Nilsson	13	4s2hhmQizU4FHtRU7dDzHP	Nilsson Schmilsson	1971	The 1950s/1960s/1970s/1980s/1990s/2000s/2010s with pop/r&b/soul/boogie/dance/jazz/hip hop/hop/rap.	1S7BckuYIkEazeNKOSM0uA	r&b	urban contemporary	0.45299999999999996	0.213	4	-13.655999999999999	1	0.0279	0.5539999999999999	3.68e-06	0.0506	0.0955	64.17699999999999	203000	en
80	02GwPAncasVL82yC7y2hmN	Raise Up	Petey Pablo	54	5HRSHdifYk7QXStjKB0SJZ	Diary of a Sinner: 1st Entry	2001	Southern Hip Hop	4lcyWQDOzPfcbZrcBI3FOW	rap	southern hip hop	0.735	0.8440000000000001	1	-5.215	1	0.16699999999999998	0.142	0.0	0.319	0.742	156.069	286427	en
81	02H05NlKnwFQREf0qu89AL	Compound	Trellion	41	4FVaSFtyRu8VpQavxB9oPG	Compound	2019-01-16	Alternative Hip Hop	37i9dQZF1DWTggY0yqBxES	rap	hip hop	0.371	0.196	3	-17.652	1	0.0723	0.97	0.0	0.23399999999999999	0.21899999999999997	66.23100000000001	172000	en
82	02jcEwywffn3Tsb48fXmlW	Get the Party Started	P!nk	66	57wJKO7qrPw56iOEKhTmg2	M!ssundaztood (Expanded Edition)	2001	post-teen pop	4TvZA7Pml7mHLgbwNomlnm	pop	post-teen pop	0.802	0.904	11	-3.267	0	0.0459	0.00108	0.0	0.17300000000000001	0.961	128.931	192533	en
83	02jdttpwvUBvKdzHkoL644	Stray Lines	Mishaal	48	328z1IhMySDmAWdfcpV8bg	Stray Lines	2019-11-15	Pop Hits 2000-2019	6mtYuOxzl58vSGnEDtZ9uB	edm	pop edm	0.6940000000000001	0.6579999999999999	7	-8.863	1	0.028999999999999998	0.364	1.43e-06	0.3	0.584	140.02100000000002	140250	en
85	02kdNcUqZRgXwQiYr92gZW	On Fire	Carmada	37	6tLw6pHcjkI7YfjbBWblj6	Realise	2014-12-05	Indie Poptimism!	4hKPJNFIhdAg4pAksn78FJ	pop	indie poptimism	0.486	0.7440000000000001	7	-6.0820000000000025	0	0.35600000000000004	0.0302	6.68e-05	0.0914	0.402	94.965	230507	en
88	02lvTeAFIIsOd0wVNoRkQ5	Who Needs You - Remastered 2011	Queen	39	7tB40pGzj6Tg0HePj2jWZt	News Of The World (2011 Remaster)	1977-10-28	The Queen - La Discografia Completa	3E88dLx4fgFYY70gdGzdnB	rock	album rock	0.863	0.381	9	-12.823	1	0.0528	0.261	0.000277	0.20199999999999999	0.9059999999999999	120.645	186853	en
89	02M6vucOvmRfMxTXDUwRXu	7/11	Beyoncé	71	2UJwKSBUz6rtW4QLK74kQu	BEYONCÉ [Platinum Edition]	2014-11-24	ELECTROPOP	2UsEj2GUukV0GLbsE3rldz	pop	electropop	0.747	0.705	9	-5.1370000000000005	0	0.126	0.0128	0.0	0.126	0.56	136.024	213507	en
90	02MjAy2BTPTdqO19O5VtHO	Getting Away With Murder	Papa Roach	38	2BQRh21x0fb5E2Qe2udARG	To Be Loved: The Best Of Papa Roach (Edited Version)	2010-01-01	New Hard Rock	64BvJcehegyvhqQtV82Ddz	rock	hard rock	0.557	0.9590000000000001	1	-4.632	1	0.0547	0.000113	8.04e-05	0.233	0.331	103.887	190587	en
91	02mJtllR8CoskckLlrirNV	Smile - Years Remix	Galantis	14	5b1lADTgqZS9UOctlivDLK	Galantis Remixes EP	2014-09-08	Vocal House	5PCAWKfUWAUj8VeY8G7xRQ	edm	progressive electro house	0.584	0.767	0	-8.387	1	0.0409	8.82e-05	0.557	0.0314	0.10099999999999999	128.012	367500	en
92	02pf9lLM8Nb8l4u4ts1GWb	My Nigga	YG	69	4F6GGyqtJoF4EOxDgsKzsB	My Krazy Life (Deluxe)	2014-01-01	post teen pop	6rjxP7GQKoqqgoakzxl3PY	pop	post-teen pop	0.6729999999999999	0.46399999999999997	10	-6.864	0	0.201	0.0933	0.0	0.21	0.762	171.043	235600	en
93	02PiwfcW4LuKxhDi3JfH01	Don't Look Down (feat. Blake Young)	CASS	42	66JmbbLZuArxyL1FE7u5hf	Don't Look Down (feat. Blake Young)	2017-05-08	CHRISTIAN ELECTRO / DANCE / EDM	0MhTMIo1bgH6zzPh7BdChT	edm	progressive electro house	0.748	0.713	0	-5.444	1	0.149	0.0426	1.73e-06	0.149	0.87	149.92700000000005	212364	en
94	02q7qbOYbE89NMFEtOklcc	Unity	Dimitri Vegas & Like Mike	66	5mnKVK3cksHH5Lzm1OZpiN	Unity	2018-07-20	Crossfit‏‏​​   ‍	5GiPRvTccToqwOzkoAcDrY	edm	electro house	0.65	0.912	10	-4.588	0	0.0406	0.0241	0.8	0.293	0.191	129.999	234462	en
95	02Qo5DFgoGTiBGo4ZUvjXm	pete davidson	Ariana Grande	36	5KOu62BJwwCJTfyyAaEbZk	Sweetener	2018-08-17	Post Teen Pop	2Aud8PXoTGcyY5esHu4Aaz	pop	post-teen pop	0.654	0.312	4	-10.212	1	0.0508	0.429	8.59e-06	0.19	0.304	119.9	73813	en
